id,cores,threads,name,processor_number,launch_date,lithography,bus_speed,base_frequency,turbo_frequency,configurable_tdp_up_frequency,cache_size,tdp,configurable_tdp_up,price,product_line,socket,memory_type,url,vertical_segment,max_memory_size,status,max_temp,sku,package_size,fullname
60,4,8,Intel Core i7-4770TE,i7-4770TE,2013-05-01,22,5,2300,3300,,8192,45,,303,4th Generation Intel Core i7 Processors,FCLGA1150,DDR3 1333/1600,https://www.intel.com/content/www/us/en/products/sku/75610/intel-core-i74770te-processor-8m-cache-up-to-3-30-ghz/specifications.html,Embedded,33554432,Launched,71.45,75610,37.5mm x 37.5mm (LGA1150),"Intel Core i7-4770TE Processor (8M Cache, up to 3.30 GHz)"
61,2,4,Intel Core i7-4500U,i7-4500U,2013-08-01,22,5,1800,3000,,4096,15,,,4th Generation Intel Core i7 Processors,FCBGA1168,"DDR3L 1333/1600, LPDDR3 1333/1600",https://www.intel.com/content/www/us/en/products/sku/75460/intel-core-i74500u-processor-4m-cache-up-to-3-00-ghz/specifications.html,Mobile,16777216,Discontinued,100,75460,40mm x 24mm x 1.5mm,"Intel Core i7-4500U Processor (4M Cache, up to 3.00 GHz)"
62,2,4,Intel Core i5-4310U,i5-4310U,2014-02-01,22,5,2000,3000,,3072,15,,,4th Generation Intel Core i5 Processors,FCBGA1168,"DDR3L 1333/1600, LPDDR3 1333/1600",https://www.intel.com/content/www/us/en/products/sku/80343/intel-core-i54310u-processor-3m-cache-up-to-3-00-ghz/specifications.html,Mobile,16777216,Discontinued,100,80343,40mm x 24mm x 1.5mm,"Intel Core i5-4310U Processor (3M Cache, up to 3.00 GHz)"
63,2,4,Intel Core i5-4340M,i5-4340M,2014-02-01,22,5,2900,3600,,3072,37,,,4th Generation Intel Core i5 Processors,FCPGA946,DDR3L 1333/1600,https://www.intel.com/content/www/us/en/products/sku/80344/intel-core-i54340m-processor-3m-cache-up-to-3-60-ghz/specifications.html,Mobile,33554432,Discontinued,100,80344,37.5mm x 37.5mm x 4.7mm,"Intel Core i5-4340M Processor (3M Cache, up to 3.60 GHz)"
64,2,4,Intel Core i5-4402EC,i5-4402EC,2014-02-01,22,5,2500,,,4096,27,,,4th Generation Intel Core i5 Processors,FCBGA1364,DDR3L 1333/1600,https://www.intel.com/content/www/us/en/products/sku/75554/intel-core-i54402ec-processor-4m-cache-up-to-2-50-ghz/specifications.html,Embedded,33554432,Launched,100,75554,37.5mm x 32mm x 1.6mm,"Intel Core i5-4402EC Processor (4M Cache, up to 2.50 GHz)"
65,2,4,Intel Core i5-4260U,i5-4260U,2014-05-01,22,5,1400,2700,,3072,15,,,4th Generation Intel Core i5 Processors,FCBGA1168,"DDR3L 1333/1600, LPDDR3 1333/1600",https://www.intel.com/content/www/us/en/products/sku/75030/intel-core-i54260u-processor-3m-cache-up-to-2-70-ghz/specifications.html,Mobile,16777216,Discontinued,100,75030,40mm x 24mm x 1.5mm,"Intel Core i5-4260U Processor (3M Cache, up to 2.70 GHz)"
66,2,4,Intel Core i5-4410E,i5-4410E,2014-05-01,22,5,2900,,,3072,37,,266,4th Generation Intel Core i5 Processors,FCBGA1364,DDR3L 1333/1600,https://www.intel.com/content/www/us/en/products/sku/79199/intel-core-i54410e-processor-3m-cache-up-to-2-90-ghz/specifications.html,Embedded,16777216,Launched,100,79199,37.5mm x 32mm x 1.6mm,"Intel Core i5-4410E Processor (3M Cache, up to 2.90 GHz)"
67,2,4,Intel Core i5-4422E,i5-4422E,2014-05-01,22,5,1800,2900,,3072,25,,266,4th Generation Intel Core i5 Processors,FCBGA1364,DDR3L 1333/1600,https://www.intel.com/content/www/us/en/products/sku/79201/intel-core-i54422e-processor-3m-cache-up-to-2-90-ghz/specifications.html,Embedded,16777216,Launched,100,79201,37.5mm x 32mm x 1.6mm,"Intel Core i5-4422E Processor (3M Cache, up to 2.90 GHz)"
68,2,4,Intel Core i5-4210M,i5-4210M,2014-05-01,22,5,2600,3200,,3072,37,,,4th Generation Intel Core i5 Processors,FCPGA946,DDR3L 1333/1600,https://www.intel.com/content/www/us/en/products/sku/81012/intel-core-i54210m-processor-3m-cache-up-to-3-20-ghz/specifications.html,Mobile,33554432,Discontinued,100,81012,37.5mm x 37.5mm x 4.7mm,"Intel Core i5-4210M Processor (3M Cache, up to 3.20 GHz)"
69,2,4,Intel Core i5-4210U,i5-4210U,2014-05-01,22,5,1700,2700,,3072,15,,,4th Generation Intel Core i5 Processors,FCBGA1168,"DDR3L 1333/1600, LPDDR3 1333/1600",https://www.intel.com/content/www/us/en/products/sku/81016/intel-core-i54210u-processor-3m-cache-up-to-2-70-ghz/specifications.html,Mobile,16777216,Discontinued,100,81016,40mm x 24mm x 1.5mm,"Intel Core i5-4210U Processor (3M Cache, up to 2.70 GHz)"
70,2,4,Intel Core i5-4220Y,i5-4220Y,2014-05-01,22,5,1600,2000,,3072,11.5,,,4th Generation Intel Core i5 Processors,FCBGA1168,"DDR3L 1333/1600, LPDDR3 1333/1600",https://www.intel.com/content/www/us/en/products/sku/81020/intel-core-i54220y-processor-3m-cache-up-to-2-00-ghz/specifications.html,Mobile,16777216,Discontinued,100,81020,40mm x 24mm x 1.5mm,"Intel Core i5-4220Y Processor (3M Cache, up to 2.00 GHz)"
71,4,4,Intel Core i5-4460T,i5-4460T,2014-05-01,22,5,1900,2700,,6144,35,,,4th Generation Intel Core i5 Processors,FCLGA1150,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",https://www.intel.com/content/www/us/en/products/sku/78927/intel-core-i54460t-processor-6m-cache-up-to-2-70-ghz/specifications.html,Desktop,33554432,Discontinued,66.35,78927,37.5mm x 37.5mm,"Intel Core i5-4460T Processor (6M Cache, up to 2.70 GHz)"
72,4,4,Intel Core i5-4590T,i5-4590T,2014-05-01,22,5,2000,3000,,6144,35,,192,4th Generation Intel Core i5 Processors,FCLGA1150,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",https://www.intel.com/content/www/us/en/products/sku/78928/intel-core-i54590t-processor-6m-cache-up-to-3-00-ghz/specifications.html,Desktop,33554432,Launched,66.35,78928,37.5mm x 37.5mm,"Intel Core i5-4590T Processor (6M Cache, up to 3.00 GHz)"
73,4,4,Intel Core i5-4690T,i5-4690T,2014-05-01,22,5,2500,3500,,6144,45,,,4th Generation Intel Core i5 Processors,FCLGA1150,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",https://www.intel.com/content/www/us/en/products/sku/80813/intel-core-i54690t-processor-6m-cache-up-to-3-50-ghz/specifications.html,Desktop,33554432,Discontinued,71.45,80813,37.5mm x 37.5mm,"Intel Core i5-4690T Processor (6M Cache, up to 3.50 GHz)"
74,4,4,Intel Core i5-4590,i5-4590,2014-05-01,22,5,3300,3700,,6144,84,,202,4th Generation Intel Core i5 Processors,FCLGA1150,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",https://www.intel.com/content/www/us/en/products/sku/80815/intel-core-i54590-processor-6m-cache-up-to-3-70-ghz/specifications.html,Desktop,33554432,Discontinued,72.72,80815,37.5mm x 37.5mm,"Intel Core i5-4590 Processor (6M Cache, up to 3.70 GHz)"
75,4,4,Intel Core i5-4590S,i5-4590S,2014-05-01,22,5,3000,3700,,6144,65,,192,4th Generation Intel Core i5 Processors,FCLGA1150,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",https://www.intel.com/content/www/us/en/products/sku/80816/intel-core-i54590s-processor-6m-cache-up-to-3-70-ghz/specifications.html,Desktop,33554432,Launched,71.35,80816,37.5mm x 37.5mm,"Intel Core i5-4590S Processor (6M Cache, up to 3.70 GHz)"
76,4,4,Intel Core i5-4460,i5-4460,2014-05-01,22,5,3200,3400,,6144,84,,182,4th Generation Intel Core i5 Processors,FCLGA1150,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",https://www.intel.com/content/www/us/en/products/sku/80817/intel-core-i54460-processor-6m-cache-up-to-3-40-ghz/specifications.html,Desktop,33554432,Discontinued,72.72,80817,37.5mm x 37.5mm,"Intel Core i5-4460 Processor (6M Cache, up to 3.40 GHz)"
77,4,4,Intel Core i5-4460S,i5-4460S,2014-05-01,22,5,2900,3400,,6144,65,,,4th Generation Intel Core i5 Processors,FCLGA1150,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",https://www.intel.com/content/www/us/en/products/sku/80818/intel-core-i54460s-processor-6m-cache-up-to-3-40-ghz/specifications.html,Desktop,33554432,Discontinued,71.35,80818,37.5mm x 37.5mm,"Intel Core i5-4460S Processor (6M Cache, up to 3.40 GHz)"
78,4,4,Intel Core i5-4690S,i5-4690S,2014-05-01,22,5,3200,3900,,6144,65,,224,4th Generation Intel Core i5 Processors,FCLGA1150,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",https://www.intel.com/content/www/us/en/products/sku/80812/intel-core-i54690s-processor-6m-cache-up-to-3-90-ghz/specifications.html,Desktop,33554432,Discontinued,71.35,80812,37.5mm x 37.5mm,"Intel Core i5-4690S Processor (6M Cache, up to 3.90 GHz)"
79,4,4,Intel Core i5-4690K,i5-4690K,2014-05-01,22,5,3500,3900,,6144,88,,243,4th Generation Intel Core i5 Processors,FCLGA1150,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",https://www.intel.com/content/www/us/en/products/sku/80811/intel-core-i54690k-processor-6m-cache-up-to-3-90-ghz/specifications.html,Desktop,33554432,Discontinued,72.72,80811,37.5mm x 37.5mm,"Intel Core i5-4690K Processor (6M Cache, up to 3.90 GHz)"
80,2,4,Intel Core i7-4558U,i7-4558U,2013-08-01,22,5,2800,3300,,4096,28,,,4th Generation Intel Core i7 Processors,FCBGA1168,DDR3L 1333/1600,https://www.intel.com/content/www/us/en/products/sku/75992/intel-core-i74558u-processor-4m-cache-up-to-3-30-ghz/specifications.html,Mobile,16777216,Discontinued,100,75992,40mm x 24mm x 1.5mm,"Intel Core i7-4558U Processor (4M Cache, up to 3.30 GHz)"
81,2,4,Intel Core i7-4650U,i7-4650U,2013-08-01,22,5,1700,3300,,4096,15,,426,4th Generation Intel Core i7 Processors,FCBGA1168,"DDR3L 1333/1600, LPDDR3 1333/1600",https://www.intel.com/content/www/us/en/products/sku/75114/intel-core-i74650u-processor-4m-cache-up-to-3-30-ghz/specifications.html,Mobile,16777216,Launched,100,75114,40mm x 24mm x 1.5mm,"Intel Core i7-4650U Processor (4M Cache, up to 3.30 GHz)"
82,2,4,Intel Core i7-4550U,i7-4550U,2013-08-01,22,5,1500,3000,,4096,15,,,4th Generation Intel Core i7 Processors,FCBGA1168,"DDR3L 1333/1600, LPDDR3 1333/1600",https://www.intel.com/content/www/us/en/products/sku/75112/intel-core-i74550u-processor-4m-cache-up-to-3-00-ghz/specifications.html,Mobile,16777216,Discontinued,100,75112,40mm x 24mm x 1.5mm,"Intel Core i7-4550U Processor (4M Cache, up to 3.00 GHz)"
83,4,8,Intel Core i7-4770R,i7-4770R,2013-05-01,22,5,3200,3900,,6144,65,,,4th Generation Intel Core i7 Processors,FCBGA1364,DDR3 and DDR3L 1333/1600 at 1.5V,https://www.intel.com/content/www/us/en/products/sku/76642/intel-core-i74770r-processor-6m-cache-up-to-3-90-ghz/specifications.html,Desktop,33554432,Discontinued,,76642,37.5mm x 32mm x 1.65mm,"Intel Core i7-4770R Processor (6M Cache, up to 3.90 GHz)"
84,4,8,Intel Core i7-4950HQ,i7-4950HQ,2013-08-01,22,5,2400,3600,,6144,47,,,4th Generation Intel Core i7 Processors,FCBGA1364,DDR3L 1333/1600,https://www.intel.com/content/www/us/en/products/sku/76085/intel-core-i74950hq-processor-6m-cache-up-to-3-60-ghz/specifications.html,Mobile,33554432,Discontinued,100,76085,37.5mm x 32mm x 1.65mm,"Intel Core i7-4950HQ Processor (6M Cache, up to 3.60 GHz)"
85,4,8,Intel Core i7-4850HQ,i7-4850HQ,2013-08-01,22,5,2300,3500,,6144,47,,,4th Generation Intel Core i7 Processors,FCBGA1364,DDR3L 1333/1600,https://www.intel.com/content/www/us/en/products/sku/76086/intel-core-i74850hq-processor-6m-cache-up-to-3-50-ghz/specifications.html,Mobile,33554432,Discontinued,100,76086,37.5mm x 32mm x 1.65mm,"Intel Core i7-4850HQ Processor (6M Cache, up to 3.50 GHz)"
86,4,8,Intel Core i7-4750HQ,i7-4750HQ,2013-08-01,22,5,2000,3200,,6144,47,,,4th Generation Intel Core i7 Processors,FCBGA1364,DDR3L 1333/1600,https://www.intel.com/content/www/us/en/products/sku/76087/intel-core-i74750hq-processor-6m-cache-up-to-3-20-ghz/specifications.html,Mobile,33554432,Discontinued,100,76087,37.5mm x 32mm x 1.6mm,"Intel Core i7-4750HQ Processor (6M Cache, up to 3.20 GHz)"
87,4,8,Intel Core i7-4850EQ,i7-4850EQ,2013-08-01,22,5,1600,3200,,6144,47,,,4th Generation Intel Core i7 Processors,FCBGA1364,DDR3L 1333/1600,https://www.intel.com/content/www/us/en/products/sku/76299/intel-core-i74850eq-processor-6m-cache-up-to-3-20-ghz/specifications.html,Embedded,33554432,Launched,100,76299,37.5mm x 32mm x 1.65mm,"Intel Core i7-4850EQ Processor (6M Cache, up to 3.20 GHz)"
88,4,8,Intel Core i7-4860EQ,i7-4860EQ,2013-08-01,22,5,1800,3200,,6144,47,,,4th Generation Intel Core i7 Processors,FCBGA1364,DDR3L 1333/1600,https://www.intel.com/content/www/us/en/products/sku/76298/intel-core-i74860eq-processor-6m-cache-up-to-3-20-ghz/specifications.html,Embedded,33554432,Launched,100,76298,37.5mm x 32mm x 1.65mm,"Intel Core i7-4860EQ Processor (6M Cache, up to 3.20 GHz)"
89,2,4,Intel Core i7-4610Y,i7-4610Y,2013-08-01,22,5,1700,2900,,4096,11.5,,,4th Generation Intel Core i7 Processors,FCBGA1168,"DDR3L 1333/1600, LPDDR3 1333/1600",https://www.intel.com/content/www/us/en/products/sku/76618/intel-core-i74610y-processor-4m-cache-up-to-2-90-ghz/specifications.html,Mobile,16777216,Discontinued,100,76618,40mm x 24mm x 1.5mm,"Intel Core i7-4610Y Processor (4M Cache, up to 2.90 GHz)"
90,2,4,Intel Core i7-4600U,i7-4600U,2013-08-01,22,5,2100,3300,,4096,15,,,4th Generation Intel Core i7 Processors,FCBGA1168,"DDR3L 1333/1600, LPDDR3 1333/1600",https://www.intel.com/content/www/us/en/products/sku/76616/intel-core-i74600u-processor-4m-cache-up-to-3-30-ghz/specifications.html,Mobile,16777216,Discontinued,100,76616,40mm x 24mm x 1.5mm,"Intel Core i7-4600U Processor (4M Cache, up to 3.30 GHz)"
91,2,4,Intel Core i7-4600M,i7-4600M,2013-11-01,22,5,2900,3600,,4096,37,,,4th Generation Intel Core i7 Processors,FCPGA946,DDR3L 1333/1600,https://www.intel.com/content/www/us/en/products/sku/76349/intel-core-i74600m-processor-4m-cache-up-to-3-60-ghz/specifications.html,Mobile,33554432,Discontinued,100,76349,37.5mm x 37.5mm x 4.7mm,"Intel Core i7-4600M Processor (4M Cache, up to 3.60 GHz)"
92,4,8,Intel Core i7-4771,i7-4771,2013-08-01,22,5,3500,3900,,8192,84,,320,4th Generation Intel Core i7 Processors,FCLGA1150,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",https://www.intel.com/content/www/us/en/products/sku/77656/intel-core-i74771-processor-8m-cache-up-to-3-90-ghz/specifications.html,Desktop,33554432,Discontinued,72,77656,37.5mm x 37.5mm,"Intel Core i7-4771 Processor (8M Cache, up to 3.90 GHz)"
93,4,8,Intel Core i7-4960HQ,i7-4960HQ,2013-11-01,22,5,2600,3800,,6144,47,,,4th Generation Intel Core i7 Processors,FCBGA1364,DDR3L 1333/1600,https://www.intel.com/content/www/us/en/products/sku/76088/intel-core-i74960hq-processor-6m-cache-up-to-3-80-ghz/specifications.html,Mobile,33554432,Discontinued,100,76088,37.5mm x 32mm x 1.65mm,"Intel Core i7-4960HQ Processor (6M Cache, up to 3.80 GHz)"
94,4,8,Intel Core i7-4701EQ,i7-4701EQ,2013-08-01,22,5,2400,3400,,6144,47,,415,4th Generation Intel Core i7 Processors,FCBGA1364,DDR3L 1333/1600,https://www.intel.com/content/www/us/en/products/sku/76297/intel-core-i74701eq-processor-6m-cache-up-to-3-40-ghz/specifications.html,Embedded,33554432,Launched,100,76297,37.5mm x 32mm x 1.6mm,"Intel Core i7-4701EQ Processor (6M Cache, up to 3.40 GHz)"
95,2,4,Intel Core i7-4610M,i7-4610M,2014-02-01,22,5,3000,3700,,4096,37,,,4th Generation Intel Core i7 Processors,,DDR3L 1333/1600,https://www.intel.com/content/www/us/en/products/sku/80345/intel-core-i74610m-processor-4m-cache-up-to-3-70-ghz/specifications.html,Mobile,33554432,Discontinued,100,80345,37.5mm x 37.5mm x 4.7mm,"Intel Core i7-4610M Processor (4M Cache, up to 3.70 GHz)"
96,2,4,Intel Core i5-4210H,i5-4210H,2014-08-01,22,5,2900,3500,,3072,47,,,4th Generation Intel Core i5 Processors,FCBGA1364,DDR3L 1333/1600,https://www.intel.com/content/www/us/en/products/sku/78929/intel-core-i54210h-processor-3m-cache-up-to-3-50-ghz/specifications.html,Mobile,33554432,Discontinued,100,78929,37.5mm x 32mm x 1.65mm,"Intel Core i5-4210H Processor (3M Cache, up to 3.50 GHz)"
97,2,4,Intel Core i5-4278U,i5-4278U,2014-08-01,22,5,2600,3100,,3072,28,,315,4th Generation Intel Core i5 Processors,FCBGA1168,"DDR3L-1333, 1600; LPDDR3-1333, 1600",https://www.intel.com/content/www/us/en/products/sku/83508/intel-core-i54278u-processor-3m-cache-up-to-3-10-ghz/specifications.html,Mobile,16777216,Discontinued,100,83508,40mm x 24mm x 1.5mm,"Intel Core i5-4278U Processor (3M Cache, up to 3.10 GHz)"
98,2,4,Intel Core i5-4308U,i5-4308U,2014-08-01,22,5,2800,3300,,3072,28,,315,4th Generation Intel Core i5 Processors,FCBGA1168,"DDR3L-1333, 1600; LPDDR3-1333, 1600",https://www.intel.com/content/www/us/en/products/sku/83507/intel-core-i54308u-processor-3m-cache-up-to-3-30-ghz/specifications.html,Mobile,16777216,Discontinued,100,83507,40mm x 24mm x 1.5mm,"Intel Core i5-4308U Processor (3M Cache, up to 3.30 GHz)"
99,2,4,Intel Core i5-5300U,i5-5300U,2015-02-01,14,5,2300,2900,,3072,15,,,5th Generation Intel Core i5 Processors,FCBGA1168,"DDR3L 1333/1600, LPDDR3 1333/1600",https://www.intel.com/content/www/us/en/products/sku/85213/intel-core-i55300u-processor-3m-cache-up-to-2-90-ghz/specifications.html,Mobile,16777216,Discontinued,105,85213,40mm x 24mm x 1.3mm,"Intel Core i5-5300U Processor (3M Cache, up to 2.90 GHz)"
100,2,4,Intel Core i5-5200U,i5-5200U,2015-02-01,14,5,2200,2700,,3072,15,,,5th Generation Intel Core i5 Processors,FCBGA1168,"DDR3L 1333/1600, LPDDR3 1333/1600",https://www.intel.com/content/www/us/en/products/sku/85212/intel-core-i55200u-processor-3m-cache-up-to-2-70-ghz/specifications.html,Mobile,16777216,Discontinued,105,85212,40mm x 24mm x 1.3mm,"Intel Core i5-5200U Processor (3M Cache, up to 2.70 GHz)"
101,2,4,Intel Core i5-5350U,i5-5350U,2015-02-01,14,5,1800,2900,,3072,15,,315,5th Generation Intel Core i5 Processors,FCBGA1168,"DDR3L 1333/1600, LPDDR3 1600/1866",https://www.intel.com/content/www/us/en/products/sku/84990/intel-core-i55350u-processor-3m-cache-up-to-2-90-ghz/specifications.html,Mobile,16777216,Launched,105,84990,40mm x24mm x 1.3mm,"Intel Core i5-5350U Processor (3M Cache, up to 2.90 GHz)"
102,2,4,Intel Core i5-5287U,i5-5287U,2015-02-01,14,5,2900,3300,,3072,28,,,5th Generation Intel Core i5 Processors,FCBGA1168,"DDR3L 1333/1600, LPDDR3 1600/1866",https://www.intel.com/content/www/us/en/products/sku/84988/intel-core-i55287u-processor-3m-cache-up-to-3-30-ghz/specifications.html,Mobile,16777216,Discontinued,105,84988,40mm x24mm x 1.3mm,"Intel Core i5-5287U Processor (3M Cache, up to 3.30 GHz)"
103,2,4,Intel Core i5-5250U,i5-5250U,2015-02-01,14,5,1600,2700,,3072,15,,315,5th Generation Intel Core i5 Processors,FCBGA1168,"DDR3L 1333/1600, LPDDR3 1600/1866",https://www.intel.com/content/www/us/en/products/sku/84984/intel-core-i55250u-processor-3m-cache-up-to-2-70-ghz/specifications.html,Mobile,16777216,Discontinued,105,84984,40mm x24mm x 1.3mm,"Intel Core i5-5250U Processor (3M Cache, up to 2.70 GHz)"
104,2,4,Intel Core i5-5257U,i5-5257U,2015-02-01,14,5,2700,3100,,3072,28,,315,5th Generation Intel Core i5 Processors,FCBGA1168,"DDR3L 1333/1600, LPDDR3 1600/1866",https://www.intel.com/content/www/us/en/products/sku/84985/intel-core-i55257u-processor-3m-cache-up-to-3-10-ghz/specifications.html,Mobile,16777216,Launched,105,84985,40mm x24mm x 1.3mm,"Intel Core i5-5257U Processor (3M Cache, up to 3.10 GHz)"
105,2,4,Intel Core i5-5350H,i5-5350H,2015-05-01,14,5,3100,3500,,4096,47,,,5th Generation Intel Core i5 Processors,FCBGA1364,DDR3L 1600/1866 LPDDR3 1600/1866,https://www.intel.com/content/www/us/en/products/sku/87713/intel-core-i55350h-processor-4m-cache-up-to-3-50-ghz/specifications.html,Mobile,33554432,Discontinued,105,87713,37.5mm x 32mm x 1.8mm,"Intel Core i5-5350H Processor (4M Cache, up to 3.50 GHz)"
106,4,,Intel Core i5-5575R,i5-5575R,2015-05-01,14,5,2800,3300,,4096,65,,244,5th Generation Intel Core i5 Processors,FCBGA1364,DDR3L-1333/1600/1866 @ 1.5V,https://www.intel.com/content/www/us/en/products/sku/87714/intel-core-i55575r-processor-4m-cache-up-to-3-30-ghz/specifications.html,Desktop,33554432,Discontinued,,87714,37.5mm x 37.5mm,"Intel Core i5-5575R Processor (4M Cache, up to 3.30 GHz)"
107,4,,Intel Core i5-5675R,i5-5675R,2015-05-01,14,5,3100,3600,,4096,65,,265,5th Generation Intel Core i5 Processors,FCBGA1364,DDR3L-1333/1600/1866 @ 1.5V,https://www.intel.com/content/www/us/en/products/sku/87715/intel-core-i55675r-processor-4m-cache-up-to-3-60-ghz/specifications.html,Desktop,33554432,Discontinued,,87715,37.5mm x 37.5mm,"Intel Core i5-5675R Processor (4M Cache, up to 3.60 GHz)"
108,8,16,Intel Xeon Gold 6135,6135,2017-08-01,14,,3400,4200,,25600,155,,,Intel Xeon Scalable Processors,FCLGA3647,DDR4-2666,https://www.intel.com/content/www/us/en/products/sku/125096/intel-xeon-gold-6135-processor-24-75m-cache-3-40-ghz/specifications.html,Server,805306368,Launched,,125096,76.0mm x 56.5mm,"Intel Xeon Gold 6135 Processor (24.75M Cache, 3.40 GHz)"
109,8,16,Intel Xeon Gold 6137,6137,2017-08-01,14,,3900,4100,,25600,205,,,Intel Xeon Scalable Processors,FCLGA3647,DDR4-2666,https://www.intel.com/content/www/us/en/products/sku/125092/intel-xeon-gold-6137-processor-24-75m-cache-3-90-ghz/specifications.html,Server,805306368,Launched,,125092,76.0mm x 56.5mm,"Intel Xeon Gold 6137 Processor (24.75M Cache, 3.90 GHz)"
110,16,32,Intel Xeon Gold 6143,6143,2017-08-01,14,,2800,4000,,22528,205,,,Intel Xeon Scalable Processors,FCLGA3647,DDR4-2666,https://www.intel.com/content/www/us/en/products/sku/125089/intel-xeon-gold-6143-processor-22m-cache-2-80-ghz/specifications.html,Server,805306368,Launched,74,125089,76.0mm x 56.5mm,"Intel Xeon Gold 6143 Processor (22M Cache, 2.80 GHz)"
111,14,28,Intel Xeon Gold 5117,5117,2017-08-01,14,,2000,2800,,19712,105,,1286,Intel Xeon Scalable Processors,FCLGA3647,DDR4-2400,https://www.intel.com/content/www/us/en/products/sku/122460/intel-xeon-gold-5117-processor-19-25m-cache-2-00-ghz/specifications.html,Server,805306368,Launched,,122460,76.0mm x 56.5mm,"Intel Xeon Gold 5117 Processor (19.25M Cache, 2.00 GHz)"
112,14,28,Intel Xeon Gold 6132,6132,2017-08-01,14,,2600,3700,,19712,140,,2111,Intel Xeon Scalable Processors,FCLGA3647,DDR4-2666,https://www.intel.com/content/www/us/en/products/sku/123541/intel-xeon-gold-6132-processor-19-25m-cache-2-60-ghz/specifications.html,Server,805306368,Launched,86,123541,76.0mm x 56.5mm,"Intel Xeon Gold 6132 Processor (19.25M Cache, 2.60 GHz)"
